state_fips_code,county_fips_code,postal_code,name,poverty_estimate_all_ages,90_ci_lower_bound,90_ci_upper_bound,poverty_percent_all_ages,90_ci_lower_bound_2,90_ci_upper_bound_2,median_household_income,90_ci_lower_bound_3,90_ci_upper_bound_3
22,61,LA,Lincoln Parish,12699,11190,14208,29.7,26.2,33.2,32889,30777,35001
22,63,LA,Livingston Parish,16499,13537,19461,12.3,10.1,14.5,58818,55134,62502
22,65,LA,Madison Parish,4250,3401,5099,41.4,33.1,49.7,26732,23998,29466
22,67,LA,Morehouse Parish,7608,6511,8705,29.4,25.2,33.6,30636,28099,33173
22,69,LA,Natchitoches Parish,11500,10057,12943,31.1,27.2,35,34522,31117,37927
22,71,LA,Orleans Parish,103855,96823,110887,27.9,26,29.8,35468,33961,36975
22,73,LA,Ouachita Parish,35619,31283,39955,23.6,20.7,26.5,40877,38673,43081
22,75,LA,Plaquemines Parish,3715,2996,4434,16,12.9,19.1,51304,46315,56293
22,77,LA,Pointe Coupee Parish,4072,3196,4948,18.3,14.4,22.2,44469,40287,48651
22,79,LA,Rapides Parish,25480,21608,29352,19.8,16.8,22.8,40406,37704,43108
22,81,LA,Red River Parish,2140,1666,2614,25.3,19.7,30.9,33322,29842,36802
22,83,LA,Richland Parish,4932,3882,5982,24.9,19.6,30.2,36666,33773,39559
22,85,LA,Sabine Parish,5022,4330,5714,21.2,18.3,24.1,39561,35777,43345
22,87,LA,St. Bernard Parish,7869,6309,9429,17.9,14.4,21.4,45615,43076,48154
22,89,LA,St. Charles Parish,6272,4942,7602,12.1,9.5,14.7,60751,55245,66257
22,91,LA,St. Helena Parish,2515,2023,3007,24,19.3,28.7,35004,31366,38642
22,93,LA,St. James Parish,3450,2632,4268,16.1,12.3,19.9,47477,43084,51870
22,95,LA,St. John the Baptist Parish,8995,7527,10463,20.8,17.4,24.2,47225,43540,50910
22,97,LA,St. Landry Parish,24857,22316,27398,30.1,27,33.2,32683,29524,35842
22,99,LA,St. Martin Parish,9460,7469,11451,18,14.2,21.8,46713,43457,49969
22,101,LA,St. Mary Parish,11395,9627,13163,21.8,18.4,25.2,42075,38810,45340
22,103,LA,St. Tammany Parish,27292,23212,31372,11.2,9.5,12.9,63441,59998,66884
22,105,LA,Tangipahoa Parish,27726,23399,32053,22.5,19,26,39927,36949,42905
22,107,LA,Tensas Parish,1538,1228,1848,32,25.6,38.4,27522,24585,30459
22,109,LA,Terrebonne Parish,23321,20521,26121,20.9,18.4,23.4,49044,45060,53028
22,111,LA,Union Parish,4835,4006,5664,22,18.2,25.8,38998,35137,42859
22,113,LA,Vermilion Parish,10775,8748,12802,18.3,14.9,21.7,45331,41397,49265
22,115,LA,Vernon Parish,6911,5588,8234,13.9,11.2,16.6,46682,44685,48679
22,117,LA,Washington Parish,12979,11078,14880,29.1,24.8,33.4,29749,26960,32538
22,119,LA,Webster Parish,8681,7012,10350,22.2,17.9,26.5,36003,32666,39340
22,121,LA,West Baton Rouge Parish,5012,4327,5697,20.5,17.7,23.3,51550,46535,56565
22,123,LA,West Carroll Parish,2492,1945,3039,22.5,17.5,27.5,33959,30401,37517
22,125,LA,West Feliciana Parish,2415,1891,2939,24,18.8,29.2,53679,48045,59313
22,127,LA,Winn Parish,3487,2827,4147,26.8,21.7,31.9,36644,32744,40544
23,0,ME,Maine,181737,175900,187574,14,13.5,14.5,49381,48366,50396
23,1,ME,Androscoggin County,16125,13805,18445,15.4,13.2,17.6,46701,43816,49586
23,3,ME,Aroostook County,13603,11952,15254,20.1,17.7,22.5,36066,34092,38040
23,5,ME,Cumberland County,30257,26449,34065,10.8,9.4,12.2,61436,59325,63547
23,7,ME,Franklin County,4592,3651,5533,15.8,12.6,19,41035,37899,44171
23,9,ME,Hancock County,6886,5641,8131,12.9,10.6,15.2,45807,42883,48731
23,11,ME,Kennebec County,16257,13593,18921,13.8,11.5,16.1,45556,42074,49038
23,13,ME,Knox County,5315,4366,6264,13.9,11.4,16.4,50002,47164,52840
23,15,ME,Lincoln County,3951,3102,4800,11.7,9.2,14.2,47905,44250,51560
23,17,ME,Oxford County,9083,7708,10458,16.1,13.7,18.5,40120,36871,43369
23,19,ME,Penobscot County,26330,23409,29251,18,16,20,42728,40211,45245
23,21,ME,Piscataquis County,3403,2870,3936,20.3,17.1,23.5,36994,34437,39551
23,23,ME,Sagadahoc County,3642,2848,4436,10.5,8.2,12.8,55630,50699,60561
23,25,ME,Somerset County,8681,7139,10223,17.3,14.2,20.4,39001,35891,42111
23,27,ME,Waldo County,5752,4705,6799,15,12.3,17.7,46598,44204,48992
23,29,ME,Washington County,5725,4782,6668,18.5,15.4,21.6,38057,35900,40214
23,31,ME,York County,22134,19280,24988,11.2,9.8,12.6,55482,52858,58106
24,0,MD,Maryland,604762,588802,620722,10.4,10.1,10.7,73851,73027,74675
24,1,MD,Allegany County,12063,10329,13797,18.5,15.8,21.2,39808,37428,42188
24,3,MD,Anne Arundel County,36632,30378,42886,6.7,5.6,7.8,86654,84007,89301
24,5,MD,Baltimore County,78935,70079,87791,9.8,8.7,10.9,67766,65505,70027
24,9,MD,Calvert County,6441,5214,7668,7.2,5.8,8.6,92446,86195,98697
24,11,MD,Caroline County,5108,4161,6055,16,13,19,49573,46577,52569
24,13,MD,Carroll County,9673,7772,11574,5.9,4.7,7.1,84500,81375,87625
24,15,MD,Cecil County,10751,8744,12758,10.6,8.6,12.6,62198,59010,65386
24,17,MD,Charles County,11000,8704,13296,7.2,5.7,8.7,86703,82327,91079
24,19,MD,Dorchester County,5608,4453,6763,17.5,13.9,21.1,42279,38187,46371
24,21,MD,Frederick County,15670,12830,18510,6.5,5.3,7.7,83698,80759,86637
24,23,MD,Garrett County,3610,2722,4498,12.4,9.4,15.4,47441,44532,50350
24,25,MD,Harford County,19664,16798,22530,8,6.8,9.2,79403,76922,81884
24,27,MD,Howard County,18818,15591,22045,6.1,5,7.2,106871,101405,112337
24,29,MD,Kent County,2544,1929,3159,13.8,10.5,17.1,53288,48364,58212
24,31,MD,Montgomery County,73213,64378,82048,7.2,6.3,8.1,97279,95056,99502
24,33,MD,Prince George's County,91060,80893,101227,10.3,9.1,11.5,71904,70457,73351
24,35,MD,Queen Anne's County,3620,2718,4522,7.5,5.6,9.4,80650,75363,85937
24,37,MD,St. Mary's County,9239,7329,11149,8.6,6.8,10.4,84686,80795,88577
24,39,MD,Somerset County,5197,3972,6422,25.5,19.5,31.5,38376,35418,41334
24,41,MD,Talbot County,4333,3518,5148,11.7,9.5,13.9,54836,50528,59144
24,43,MD,Washington County,19416,16545,22287,13.8,11.8,15.8,54606,51653,57559
24,45,MD,Wicomico County,16317,13677,18957,16.9,14.2,19.6,51927,49693,54161
24,47,MD,Worcester County,6067,4851,7283,11.9,9.5,14.3,55691,52438,58944
24,510,MD,Baltimore city,139782,128770,150794,23.3,21.5,25.1,41895,40097,43693
25,0,MA,Massachusetts,760211,743843,776579,11.7,11.4,12,69200,68303,70097
25,1,MA,Barnstable County,18801,15272,22330,8.9,7.2,10.6,64150,61187,67113
25,3,MA,Berkshire County,16037,13403,18671,13,10.9,15.1,49890,46940,52840
25,5,MA,Bristol County,66553,60900,72206,12.4,11.4,13.4,57732,55656,59808
25,7,MA,Dukes County,1544,1199,1889,9,7,11,61259,54940,67578
25,9,MA,Essex County,80526,73169,87883,10.7,9.7,11.7,70074,68522,71626
25,11,MA,Franklin County,8397,7117,9677,12,10.2,13.8,53953,50412,57494
25,13,MA,Hampden County,80178,73479,86877,17.7,16.2,19.2,49072,47009,51135
25,15,MA,Hampshire County,20809,18436,23182,15,13.3,16.7,57737,53688,61786
25,17,MA,Middlesex County,134684,126083,143285,8.9,8.3,9.5,84026,81707,86345
25,19,MA,Nantucket County,765,590,940,7.1,5.5,8.7,82596,75718,89474
25,21,MA,Norfolk County,43999,38525,49473,6.5,5.7,7.3,90039,87658,92420
25,23,MA,Plymouth County,42124,36042,48206,8.5,7.3,9.7,74576,72340,76812
25,25,MA,Suffolk County,155184,146128,164240,21.5,20.2,22.8,54280,52553,56007
25,27,MA,Worcester County,90611,82565,98657,11.5,10.5,12.5,65217,63662,66772
26,0,MI,Michigan,1567465,1544878,1590052,16.2,16,16.4,49755,49373,50137
26,1,MI,Alcona County,1803,1496,2110,17.5,14.5,20.5,36377,33824,38930
26,3,MI,Alger County,1310,1044,1576,15.5,12.4,18.6,45308,41564,49052
26,5,MI,Allegan County,12851,10888,14814,11.4,9.7,13.1,54232,50699,57765
26,7,MI,Alpena County,4793,3989,5597,16.8,14,19.6,38121,35032,41210
26,9,MI,Antrim County,2996,2455,3537,13,10.6,15.4,45743,42747,48739
26,11,MI,Arenac County,3010,2605,3415,19.9,17.2,22.6,36460,33314,39606
26,13,MI,Baraga County,1208,942,1474,15.8,12.3,19.3,41624,37923,45325
26,15,MI,Barry County,5971,4817,7125,10.2,8.2,12.2,57235,53470,61000
26,17,MI,Bay County,17614,15596,19632,16.8,14.9,18.7,46061,43483,48639
26,19,MI,Benzie County,2043,1634,2452,11.8,9.4,14.2,48846,45481,52211
26,21,MI,Berrien County,26842,23405,30279,17.7,15.4,20,44145,42011,46279
26,23,MI,Branch County,6310,5190,7430,15.2,12.5,17.9,46371,43610,49132
26,25,MI,Calhoun County,20194,17858,22530,15.4,13.6,17.2,45916,43791,48041
26,27,MI,Cass County,7555,6282,8828,14.8,12.3,17.3,48030,45236,50824
26,29,MI,Charlevoix County,3241,2669,3813,12.6,10.4,14.8,47991,44050,51932
26,31,MI,Cheboygan County,4054,3317,4791,16.1,13.2,19,41930,39165,44695
26,33,MI,Chippewa County,6623,5641,7605,19.9,17,22.8,38989,36359,41619
26,35,MI,Clare County,7376,6389,8363,24.5,21.2,27.8,34655,32248,37062
26,37,MI,Clinton County,7616,6666,8566,10,8.8,11.2,60650,56647,64653
26,39,MI,Crawford County,2230,1753,2707,16.5,13,20,41101,37652,44550
26,41,MI,Delta County,5335,4423,6247,14.8,12.3,17.3,43338,39883,46793
26,43,MI,Dickinson County,3674,3040,4308,14.4,11.9,16.9,45174,41665,48683
26,45,MI,Eaton County,10493,8884,12102,9.8,8.3,11.3,57088,54890,59286
26,47,MI,Emmet County,3793,3072,4514,11.6,9.4,13.8,50191,46448,53934
26,49,MI,Genesee County,87632,81726,93538,21.5,20,23,41787,40585,42989
26,51,MI,Gladwin County,4646,3858,5434,18.5,15.4,21.6,39721,37237,42205
26,53,MI,Gogebic County,2961,2379,3543,20.9,16.8,25,33600,30609,36591
26,55,MI,Grand Traverse County,8546,6887,10205,9.7,7.8,11.6,55592,52290,58894
26,57,MI,Gratiot County,6709,5660,7758,18.5,15.6,21.4,43509,39900,47118
26,59,MI,Hillsdale County,7351,6365,8337,16.6,14.4,18.8,44780,41515,48045
26,61,MI,Houghton County,6280,5270,7290,18.7,15.7,21.7,39126,35830,42422
26,63,MI,Huron County,4469,3741,5197,14.1,11.8,16.4,41678,39439,43917
26,65,MI,Ingham County,53518,48847,58189,20.1,18.3,21.9,45840,44125,47555
26,67,MI,Ionia County,8889,7533,10245,15.2,12.9,17.5,48681,45531,51831
26,69,MI,Iosco County,4748,4033,5463,19,16.1,21.9,37122,34908,39336
26,71,MI,Iron County,1916,1615,2217,17.3,14.6,20,35961,32960,38962
26,73,MI,Isabella County,18099,16710,19488,28.3,26.1,30.5,42431,39593,45269
26,75,MI,Jackson County,23035,19853,26217,15.4,13.3,17.5,46670,43293,50047
26,77,MI,Kalamazoo County,47221,43367,51075,18.9,17.4,20.4,46283,43742,48824
26,79,MI,Kalkaska County,2998,2497,3499,17.4,14.5,20.3,40709,38140,43278
26,81,MI,Kent County,94696,88572,100820,15.3,14.3,16.3,53342,51965,54719
26,83,MI,Keweenaw County,281,220,342,12.7,9.9,15.5,40411,36083,44739
26,85,MI,Lake County,3194,2730,3658,29.2,25,33.4,30990,28264,33716
26,87,MI,Lapeer County,9590,8071,11109,11.1,9.3,12.9,51510,49268,53752
26,89,MI,Leelanau County,1922,1541,2303,8.9,7.1,10.7,60622,56547,64697
26,91,MI,Lenawee County,13651,11919,15383,14.5,12.7,16.3,48194,44829,51559
26,93,MI,Livingston County,11312,9275,13349,6.1,5,7.2,74341,71731,76951
26,95,MI,Luce County,1081,859,1303,20.6,16.4,24.8,37590,33879,41301
26,97,MI,Mackinac County,1682,1379,1985,15.4,12.6,18.2,39359,36293,42425
26,99,MI,Macomb County,104347,97083,111611,12.3,11.4,13.2,54865,53426,56304
26,101,MI,Manistee County,3822,3118,4526,16.6,13.5,19.7,37477,34490,40464
26,103,MI,Marquette County,9701,8464,10938,15.4,13.4,17.4,44735,42147,47323
26,105,MI,Mason County,4637,3843,5431,16.3,13.5,19.1,42896,40503,45289
26,107,MI,Mecosta County,9146,7839,10453,23,19.7,26.3,41572,38613,44531
26,109,MI,Menominee County,3383,2789,3977,14.5,12,17,42191,38529,45853
26,111,MI,Midland County,9740,8240,11240,11.9,10.1,13.7,51629,48225,55033
26,113,MI,Missaukee County,2389,1986,2792,16.1,13.4,18.8,40455,38092,42818
26,115,MI,Monroe County,15436,12931,17941,10.4,8.7,12.1,57719,54957,60481
26,117,MI,Montcalm County,12197,10659,13735,20.4,17.8,23,41554,39317,43791
26,119,MI,Montmorency County,1433,1088,1778,15.7,11.9,19.5,37961,35611,40311
26,121,MI,Muskegon County,33197,29951,36443,20,18,22,42588,40969,44207
26,123,MI,Newaygo County,9922,8876,10968,21,18.8,23.2,41588,38332,44844
26,125,MI,Oakland County,122452,114573,130331,10,9.4,10.6,69378,67834,70922
26,127,MI,Oceana County,5206,4455,5957,20.1,17.2,23,41166,39348,42984
26,129,MI,Ogemaw County,4438,3822,5054,21.4,18.4,24.4,35968,33561,38375
26,131,MI,Ontonagon County,1084,877,1291,17.8,14.4,21.2,35387,32633,38141
26,133,MI,Osceola County,4643,4015,5271,20.4,17.6,23.2,40235,38065,42405
26,135,MI,Oscoda County,1703,1351,2055,20.5,16.3,24.7,33975,30703,37247
26,137,MI,Otsego County,3142,2560,3724,13.2,10.8,15.6,44693,41106,48280
26,139,MI,Ottawa County,24462,21130,27794,9.1,7.9,10.3,60577,58638,62516
26,141,MI,Presque Isle County,2071,1751,2391,16.1,13.6,18.6,39420,36418,42422
26,143,MI,Roscommon County,4882,4112,5652,20.7,17.4,24,35002,31874,38130
26,145,MI,Saginaw County,32739,28943,36535,17.4,15.4,19.4,44548,42964,46132
26,147,MI,St. Clair County,21850,19349,24351,13.8,12.2,15.4,50303,48300,52306
26,149,MI,St. Joseph County,11088,9765,12411,18.5,16.3,20.7,43687,42002,45372
26,151,MI,Sanilac County,6028,5015,7041,14.7,12.2,17.2,42081,39898,44264
26,153,MI,Schoolcraft County,1410,1153,1667,17.6,14.4,20.8,39539,35698,43380
26,155,MI,Shiawassee County,10349,8936,11762,15.3,13.2,17.4,47882,44790,50974
26,157,MI,Tuscola County,8304,7020,9588,15.6,13.2,18,43186,40363,46009
26,159,MI,Van Buren County,12261,10309,14213,16.5,13.9,19.1,46715,43562,49868
26,161,MI,Washtenaw County,48651,44501,52801,14.3,13.1,15.5,62861,60785,64937
26,163,MI,Wayne County,419820,405204,434436,24.1,23.3,24.9,41434,40770,42098
26,165,MI,Wexford County,6171,5211,7131,19,16,22,39807,36811,42803
27,0,MN,Minnesota,607870,594503,621237,11.4,11.1,11.7,61473,61010,61936
27,1,MN,Aitkin County,2306,1908,2704,14.9,12.3,17.5,40676,37647,43705
27,3,MN,Anoka County,25800,22650,28950,7.6,6.7,8.5,70868,68885,72851
27,5,MN,Becker County,4793,4140,5446,14.6,12.6,16.6,51116,48338,53894
27,7,MN,Beltrami County,8056,6917,9195,18.5,15.9,21.1,43706,40801,46611
27,9,MN,Benton County,5272,4622,5922,13.6,11.9,15.3,52531,48263,56799
27,11,MN,Big Stone County,640,507,773,12.8,10.1,15.5,46495,42292,50698
27,13,MN,Blue Earth County,11095,10051,12139,17.9,16.2,19.6,49513,45980,53046
27,15,MN,Brown County,2153,1701,2605,8.9,7,10.8,52272,48496,56048
27,17,MN,Carlton County,4086,3434,4738,12.1,10.2,14,53291,49850,56732
27,19,MN,Carver County,4613,3665,5561,4.8,3.8,5.8,88500,81930,95070
27,21,MN,Cass County,4434,3773,5095,15.7,13.4,18,45179,42979,47379
27,23,MN,Chippewa County,1371,1115,1627,11.5,9.3,13.7,51274,46143,56405
27,25,MN,Chisago County,3251,2484,4018,6.2,4.7,7.7,75122,71846,78398
27,27,MN,Clay County,7704,6367,9041,13.3,11,15.6,55560,51357,59763
27,29,MN,Clearwater County,1540,1289,1791,17.8,14.9,20.7,43674,40488,46860
27,31,MN,Cook County,537,418,656,10.4,8.1,12.7,48593,43934,53252
27,33,MN,Cottonwood County,1473,1198,1748,12.9,10.5,15.3,48176,44190,52162
27,35,MN,Crow Wing County,6815,5572,8058,10.9,8.9,12.9,50162,48041,52283
27,37,MN,Dakota County,29892,26347,33437,7.3,6.4,8.2,76269,74590,77948
27,39,MN,Dodge County,1531,1234,1828,7.6,6.1,9.1,68777,64399,73155
27,41,MN,Douglas County,3474,2824,4124,9.6,7.8,11.4,52298,49030,55566
27,43,MN,Faribault County,1866,1568,2164,13.5,11.3,15.7,48163,45168,51158
27,45,MN,Fillmore County,2360,1925,2795,11.6,9.5,13.7,52444,49130,55758
27,47,MN,Freeborn County,3774,3092,4456,12.5,10.2,14.8,47203,43573,50833
27,49,MN,Goodhue County,4377,3691,5063,9.6,8.1,11.1,60869,55876,65862
27,51,MN,Grant County,615,476,754,10.5,8.1,12.9,48179,43661,52697
27,53,MN,Hennepin County,154785,146207,163363,13,12.3,13.7,64490,62862,66118
27,55,MN,Houston County,1560,1250,1870,8.4,6.7,10.1,59900,56998,62802
27,57,MN,Hubbard County,2491,2024,2958,12.2,9.9,14.5,47944,44516,51372
27,59,MN,Isanti County,2971,2320,3622,7.8,6.1,9.5,65342,61212,69472
27,61,MN,Itasca County,6545,5514,7576,14.7,12.4,17,48525,45351,51699
27,63,MN,Jackson County,992,798,1186,9.8,7.9,11.7,53700,48884,58516
27,65,MN,Kanabec County,2166,1828,2504,13.8,11.6,16,48908,45953,51863
27,67,MN,Kandiyohi County,4783,3899,5667,11.5,9.4,13.6,57405,54562,60248
27,69,MN,Kittson County,427,332,522,9.9,7.7,12.1,50372,45982,54762
27,71,MN,Koochiching County,1933,1545,2321,15.3,12.2,18.4,44113,40199,48027
27,73,MN,Lac qui Parle County,700,563,837,10.4,8.4,12.4,48245,43871,52619
27,75,MN,Lake County,1098,890,1306,10.5,8.5,12.5,52381,47557,57205
27,77,MN,Lake of the Woods County,412,309,515,10.7,8,13.4,44727,40200,49254
27,79,MN,Le Sueur County,2434,1982,2886,8.9,7.3,10.5,61665,59235,64095
27,81,MN,Lincoln County,577,462,692,10.2,8.2,12.2,48449,44607,52291
27,83,MN,Lyon County,2839,2294,3384,11.5,9.3,13.7,53552,49176,57928
27,85,MN,McLeod County,2797,2214,3380,7.9,6.3,9.5,60114,57012,63216
27,87,MN,Mahnomen County,1063,874,1252,19.6,16.1,23.1,39926,36555,43297
27,89,MN,Marshall County,891,726,1056,9.6,7.8,11.4,54433,51000,57866
27,91,MN,Martin County,2434,1940,2928,12.2,9.7,14.7,52042,48319,55765
27,93,MN,Meeker County,2268,1857,2679,10,8.2,11.8,54354,51565,57143
27,95,MN,Mille Lacs County,3035,2489,3581,12,9.8,14.2,48434,45142,51726
27,97,MN,Morrison County,3839,3168,4510,11.8,9.7,13.9,50685,48144,53226
27,99,MN,Mower County,4700,3815,5585,12.1,9.8,14.4,47537,43276,51798
27,101,MN,Murray County,796,634,958,9.6,7.6,11.6,52219,49256,55182
27,103,MN,Nicollet County,3134,2555,3713,10.2,8.3,12.1,61279,56443,66115
27,105,MN,Nobles County,2769,2232,3306,13,10.5,15.5,50684,47710,53658
27,107,MN,Norman County,868,705,1031,13.4,10.9,15.9,51597,48170,55024
27,109,MN,Olmsted County,14462,12700,16224,9.8,8.6,11,69430,64999,73861
27,111,MN,Otter Tail County,6363,5321,7405,11.2,9.4,13,51510,49136,53884
27,113,MN,Pennington County,1274,994,1554,9.3,7.3,11.3,50905,46639,55171
27,115,MN,Pine County,4762,4163,5361,17.5,15.3,19.7,42157,40107,44207
27,117,MN,Pipestone County,1110,885,1335,12.2,9.7,14.7,47164,43630,50698
27,119,MN,Polk County,3875,3224,4526,12.7,10.6,14.8,50175,46757,53593
27,121,MN,Pope County,1129,910,1348,10.4,8.4,12.4,51343,47279,55407
27,123,MN,Ramsey County,85264,79025,91503,16.5,15.3,17.7,55070,53404,56736
27,125,MN,Red Lake County,368,284,452,9.2,7.1,11.3,48188,43673,52703
27,127,MN,Redwood County,1886,1605,2167,12.4,10.5,14.3,49934,45940,53928
27,129,MN,Renville County,1661,1359,1963,11.3,9.2,13.4,54386,50247,58525
27,131,MN,Rice County,7510,6468,8552,13,11.2,14.8,60317,57177,63457
27,133,MN,Rock County,890,707,1073,9.6,7.6,11.6,55352,50258,60446
27,135,MN,Roseau County,1418,1145,1691,9.2,7.4,11,53838,49652,58024
27,137,MN,St. Louis County,32867,30157,35577,17,15.6,18.4,49714,47569,51859
27,139,MN,Scott County,7590,6296,8884,5.5,4.6,6.4,91688,85807,97569
27,141,MN,Sherburne County,6395,5183,7607,7.2,5.8,8.6,76512,71008,82016
27,143,MN,Sibley County,1353,1075,1631,9.2,7.3,11.1,59893,56585,63201
27,145,MN,Stearns County,19537,17572,21502,13.4,12.1,14.7,55832,53614,58050
27,147,MN,Steele County,3931,3312,4550,10.9,9.2,12.6,57850,52521,63179
27,149,MN,Stevens County,1258,1051,1465,14.2,11.9,16.5,55292,50354,60230
27,151,MN,Swift County,1005,803,1207,10.8,8.6,13,51032,46272,55792
27,153,MN,Todd County,4250,3773,4727,17.8,15.8,19.8,43287,40470,46104
27,155,MN,Traverse County,400,308,492,12.2,9.4,15,49536,46053,53019
27,157,MN,Wabasha County,1549,1195,1903,7.3,5.6,9,58752,55176,62328
27,159,MN,Wadena County,2107,1719,2495,15.8,12.9,18.7,41909,38667,45151
27,161,MN,Waseca County,1793,1434,2152,10.1,8.1,12.1,54183,49539,58827
27,163,MN,Washington County,14735,12675,16795,6,5.2,6.8,84113,80265,87961
27,165,MN,Watonwan County,1135,872,1398,10.4,8,12.8,48658,44632,52684
27,167,MN,Wilkin County,653,517,789,10.3,8.1,12.5,54536,49054,60018
27,169,MN,Winona County,7400,6467,8333,15.8,13.8,17.8,49365,46124,52606
27,171,MN,Wright County,7700,6351,9049,6,5,7,76489,72483,80495
27,173,MN,Yellow Medicine County,1105,912,1298,11.2,9.3,13.1,51028,47867,54189
28,0,MS,Mississippi,634960,621876,648044,21.9,21.4,22.4,39738,38998,40478
28,1,MS,Adams County,9586,8148,11024,32.9,28,37.8,32327,29209,35445
28,3,MS,Alcorn County,7966,6585,9347,21.8,18,25.6,35180,31741,38619
28,5,MS,Amite County,2891,2326,3456,23.2,18.7,27.7,30668,27988,33348
28,7,MS,Attala County,4449,3582,5316,23.6,19,28.2,32521,29767,35275
28,9,MS,Benton County,2102,1635,2569,25.6,19.9,31.3,30665,27490,33840
28,11,MS,Bolivar County,10882,9423,12341,34,29.4,38.6,29297,26767,31827
28,13,MS,Calhoun County,3633,2997,4269,25,20.6,29.4,33141,29834,36448
28,15,MS,Carroll County,1763,1360,2166,17.9,13.8,22,38219,34703,41735
28,17,MS,Chickasaw County,4151,3320,4982,24.7,19.7,29.7,31616,28399,34833
28,19,MS,Choctaw County,1979,1556,2402,24.2,19,29.4,34548,31115,37981
28,21,MS,Claiborne County,3430,2786,4074,42.6,34.6,50.6,26083,23299,28867
28,23,MS,Clarke County,3634,2900,4368,22.4,17.9,26.9,34910,31493,38327
28,25,MS,Clay County,5649,4625,6673,28.4,23.3,33.5,33939,30887,36991
28,27,MS,Coahoma County,8498,7121,9875,35,29.3,40.7,28647,26187,31107
28,29,MS,Copiah County,7317,6038,8596,26,21.4,30.6,35314,32367,38261
28,31,MS,Covington County,5064,4230,5898,26.5,22.1,30.9,31835,29049,34621
28,33,MS,DeSoto County,17112,14223,20001,10.1,8.4,11.8,58479,55541,61417
28,35,MS,Forrest County,19236,16975,21497,26.4,23.3,29.5,36808,34296,39320
28,37,MS,Franklin County,1590,1221,1959,20.5,15.7,25.3,36544,32912,40176
28,39,MS,George County,3867,3050,4684,17,13.4,20.6,44811,40860,48762
28,41,MS,Greene County,2636,2052,3220,23.6,18.4,28.8,39615,35404,43826
28,43,MS,Grenada County,5287,4391,6183,24.8,20.6,29,33650,30882,36418
28,45,MS,Hancock County,8993,7343,10643,19.8,16.2,23.4,46288,42700,49876
28,47,MS,Harrison County,36288,31179,41397,18.8,16.2,21.4,41010,39028,42992
28,49,MS,Hinds County,55541,49698,61384,23.6,21.1,26.1,38454,36594,40314
28,51,MS,Holmes County,7717,6695,8739,44,38.2,49.8,22640,20570,24710
